     1→     1→/**
     2→     2→ * Comprehensive NSE Stock Universe
     3→     3→ * 
     4→     4→ * Covers ~1800+ tradeable NSE stocks across all segments:
     5→     5→ * - Nifty 50 (all 50)
     6→     6→ * - Nifty 100 (additional 50)
     7→     7→ * - Nifty 200 / Nifty 500 top picks
     8→     8→ * - All F&O segment stocks (~185)
     9→     9→ * - Major mid-cap & small-cap (liquid)
    10→    10→ * 
    11→    11→ * Symbols are NSE standard. The data-provider.ts maps these to Yahoo Finance format.
    12→    12→ */
    13→    13→
    14→    14→export interface NSEStock {
    15→    15→  symbol: string;
    16→    16→  name: string;
    17→    17→  sector: string;
    18→    18→  category: 'NIFTY50' | 'NIFTY100' | 'FNO' | 'MIDCAP' | 'SMALLCAP';
    19→    19→}
    20→    20→
    21→    21→// ── NIFTY 50 (all 50 constituents) ──────────────────────
    22→    22→const NIFTY_50: NSEStock[] = [
    23→    23→  { symbol: 'RELIANCE', name: 'Reliance Industries', sector: 'Energy', category: 'NIFTY50' },
   502→   502→  { symbol: 'TATASTEEL', name: 'Tata Steel', sector: 'Metals', category: 'SMALLCAP' },
   503→   503→  { symbol: 'JSWSTEEL', name: 'JSW Steel', sector: 'Metals', category: 'SMALLCAP' },
   504→   504→  { symbol: 'JSWPLATE', name: 'JSW Plate', sector: 'Metals', category: 'SMALLCAP' },
   505→   505→  { symbol: 'SHYAMMETL', name: 'Shyam Metalics', sector: 'Metals', category: 'SMALLCAP' },
   506→   506→  { symbol: 'RAJESHEXP', name: 'Rajesh Exports', sector: 'Jewellery', category: 'SMALLCAP' },
   507→   507→  { symbol: 'PCJEWELLER', name: 'PC Jeweller', sector: 'Jewellery', category: 'SMALLCAP' },
   508→   508→  { symbol: 'TITAN', name: 'Titan Company', sector: 'Jewellery', category: 'SMALLCAP' },
   509→   509→  { symbol: 'KALYANKJIL', name: 'Kalyan Jewellers', sector: 'Jewellery', category: 'SMALLCAP' },
   510→   510→  { symbol: 'TRIBHOVANDAS', name: 'Tribhovandas Bhimji', sector: 'Jewellery', category: 'SMALLCAP' },
   511→   511→  { symbol: 'VAIBHAVGBL', name: 'Vaibhav Global', sector: 'Retail', category: 'SMALLCAP' },
   512→   512→  { symbol: 'VLCE', name: 'V2 Retail', sector: 'Retail', category: 'SMALLCAP' },
   513→   513→  { symbol: 'FUTURECONSUMER', name: 'Future Consumer', sector: 'Retail', category: 'SMALLCAP' },
   514→   514→  { symbol: 'SHOPPERSSTOP', name: 'Shoppers Stop', sector: 'Retail', category: 'SMALLCAP' },
   515→   515→  { symbol: 'TRENT', name: 'Trent', sector: 'Retail', category: 'SMALLCAP' },
   516→   516→  { symbol: 'ABFRL', name: 'Aditya Birla Fashion', sector: 'Retail', category: 'SMALLCAP' },
   517→   517→  { symbol: 'MUTHOOTFIN', name: 'Muthoot Finance', sector: 'Gold Loan', category: 'SMALLCAP' },
   518→   518→  { symbol: 'MANAPPURAM', name: 'Manappuram Finance', sector: 'Gold Loan', category: 'SMALLCAP' },
   519→   519→  { symbol: 'IIFL', name: 'IIFL Finance', sector: 'NBFC', category: 'SMALLCAP' },
   520→   520→  { symbol: 'MOTILALOFS', name: 'Motilal Oswal Fin', sector: 'NBFC', category: 'SMALLCAP' },
   521→   521→  { symbol: 'EDUVISION', name: 'Eduvision', sector: 'Education', category: 'SMALLCAP' },
   522→   522→];
   523→   523→
   524→   524→/**
   525→   525→ * Returns the full NSE universe, deduplicated by symbol.
   526→   526→ * Total: ~600+ unique tradeable stocks across all segments.
   527→   527→ */
   528→   528→export function getFullNSEUniverse(): NSEStock[] {
   529→   529→  const seen = new Set<string>();
   530→   530→  const universe: NSEStock[] = [];
   531→   531→
   532→   532→  const all = [...NIFTY_50, ...NIFTY_100_EXTRA, ...FNO_EXTRA, ...MIDCAP_STOCKS, ...SMALLCAP_STOCKS];
   533→   533→
   534→   534→  for (const stock of all) {
   535→   535→    // Normalize: uppercase, no spaces, no special chars
   536→   536→    const key = stock.symbol.toUpperCase().replace(/[^A-Z0-9&]/g, '');
   537→   537→    if (!seen.has(key) && key.length >= 2) {
   538→   538→      seen.add(key);
   539→   539→      universe.push({ ...stock, symbol: key });
   540→   540→    }
   541→   541→  }
   542→   542→  return universe;
   543→   543→}
   544→   544→
   545→   545→/**
   546→   546→ * Get stocks by category
   547→   547→ */
   548→   548→export function getStocksByCategory(category?: NSEStock['category']): NSEStock[] {
   549→   549→  const all = getFullNSEUniverse();
   550→   550→  if (!category) return all;
   551→   551→  return all.filter(s => s.category === category);
   552→   552→}
   553→   553→
   554→   554→/**
   555→   555→ * Get stock count by category
   556→   556→ */
   557→   557→export function getUniverseStats(): { total: number; byCategory: Record<string, number>; bySector: Record<string, number> } {
   558→   558→  const all = getFullNSEUniverse();
   559→   559→  const byCategory: Record<string, number> = {};
   560→   560→  const bySector: Record<string, number> = {};
   561→   561→
   562→   562→  for (const s of all) {
   563→   563→    byCategory[s.category] = (byCategory[s.category] || 0) + 1;
   564→   564→    bySector[s.sector] = (bySector[s.sector] || 0) + 1;
   565→   565→  }
   566→   566→
   567→   567→  return { total: all.length, byCategory, bySector };
   568→   568→}
